message,label
You received a prize of $2163. Visit http://bit.ly/6854 to claim it.,fraud
Your package with tracking number 4832 is in transit.,safe
You have an unpaid invoice of $4903. Pay now: http://bit.ly/3337,fraud
Congratulations! You won $4987. Click here to claim: http://bit.ly/1687,fraud
Reminder: Your appointment is scheduled for 4631.,safe
You received a prize of $3000. Visit http://bit.ly/1155 to claim it.,fraud
You are selected for a loan of $3353. Apply here: http://bit.ly/5685,fraud
Your OTP is 781. Please do not share it with anyone.,safe
Unauthorized login attempt detected. Verify your account: 870,fraud
Unauthorized login attempt detected. Verify your account: 4452,fraud
Your order #2891 has been shipped.,safe
Account suspension notice! Click 2409 to reactivate.,fraud
You received a prize of $4612. Visit http://bit.ly/4616 to claim it.,fraud
Account suspension notice! Click 3387 to reactivate.,fraud
Your subscription for 8761 has been renewed.,safe
You are selected for a loan of $406. Apply here: http://bit.ly/3409,fraud
Your account has been compromised. Verify now: 3061,fraud
You received a prize of $2269. Visit http://bit.ly/4735 to claim it.,fraud
Thank you for your payment of $1134.,safe
Unauthorized login attempt detected. Verify your account: 1452,fraud
Your bill of $3466 is due on August.,safe
Unauthorized login attempt detected. Verify your account: 2224,fraud
Account suspension notice! Click 4839 to reactivate.,fraud
Account suspension notice! Click 4990 to reactivate.,fraud
Your order #5366 has been shipped.,safe
Your package with tracking number 4856 is in transit.,safe
Your bank account ending with 4575 has been credited with $October.,safe
Urgent! Your credit card will be blocked. Action required: 122,fraud
Congratulations! You won $4238. Click here to claim: http://bit.ly/2658,fraud
Your OTP is 1986. Please do not share it with anyone.,safe
Your OTP is 5606. Please do not share it with anyone.,safe
Congratulations! You won $2120. Click here to claim: http://bit.ly/6965,fraud
Your package with tracking number 1500 is in transit.,safe
Your subscription for 7436 has been renewed.,safe
Your account has been compromised. Verify now: 1810,fraud
Your package with tracking number 8948 is in transit.,safe
You are selected for a loan of $2174. Apply here: http://bit.ly/5430,fraud
You received a prize of $2208. Visit http://bit.ly/3199 to claim it.,fraud
You have an unpaid invoice of $4650. Pay now: http://bit.ly/5955,fraud
You have an unpaid invoice of $2265. Pay now: http://bit.ly/2756,fraud
Your bill of $699 is due on October.,safe
Congratulations! You won $2644. Click here to claim: http://bit.ly/7928,fraud
Your bill of $6083 is due on October.,safe
Your subscription for 1200 has been renewed.,safe
Your account has been compromised. Verify now: 635,fraud
Your bank account ending with 1430 has been credited with $November.,safe
Your package with tracking number 1046 is in transit.,safe
You received a prize of $3168. Visit http://bit.ly/5911 to claim it.,fraud
Payment of $5287 was successfully processed.,safe
Confirm your password immediately: 3757,fraud
Your subscription for 9705 has been renewed.,safe
Your account statement for 5635 is now available.,safe
Your bill of $5464 is due on August.,safe
You received a prize of $1293. Visit http://bit.ly/2061 to claim it.,fraud
You are selected for a loan of $789. Apply here: http://bit.ly/5617,fraud
Your bill of $9217 is due on December.,safe
Payment of $4885 was successfully processed.,safe
Your package with tracking number 6842 is in transit.,safe
You are selected for a loan of $173. Apply here: http://bit.ly/8835,fraud
Your bank account ending with 4768 has been credited with $December.,safe
Your bill of $3795 is due on October.,safe
Reminder: Your appointment is scheduled for 438.,safe
Your OTP is 3952. Please do not share it with anyone.,safe
Urgent! Your credit card will be blocked. Action required: 3568,fraud
Confirm your password immediately: 2853,fraud
Win a new iPhone! Click 4285 to enter.,fraud
Unauthorized login attempt detected. Verify your account: 4865,fraud
Your order #978 has been shipped.,safe
Win a new iPhone! Click 2671 to enter.,fraud
Your account statement for 9596 is now available.,safe
Your bill of $4714 is due on December.,safe
Your subscription for 8118 has been renewed.,safe
Account suspension notice! Click 956 to reactivate.,fraud
Your subscription for 2476 has been renewed.,safe
Unauthorized login attempt detected. Verify your account: 4280,fraud
Unauthorized login attempt detected. Verify your account: 4869,fraud
Your package with tracking number 4522 is in transit.,safe
Confirm your password immediately: 1389,fraud
Urgent! Your credit card will be blocked. Action required: 1352,fraud
Thank you for your payment of $2922.,safe
Your account statement for 8548 is now available.,safe
Congratulations! You won $3256. Click here to claim: http://bit.ly/1542,fraud
Congratulations! You won $3437. Click here to claim: http://bit.ly/8938,fraud
Your package with tracking number 7011 is in transit.,safe
Your account statement for 3540 is now available.,safe
You are selected for a loan of $2429. Apply here: http://bit.ly/8138,fraud
You have an unpaid invoice of $2376. Pay now: http://bit.ly/1226,fraud
Reminder: Your appointment is scheduled for 3948.,safe
You have an unpaid invoice of $2099. Pay now: http://bit.ly/5143,fraud
Your account has been compromised. Verify now: 4522,fraud
Your account statement for 1424 is now available.,safe
Confirm your password immediately: 3537,fraud
Reminder: Your appointment is scheduled for 397.,safe
Your package with tracking number 8584 is in transit.,safe
Your OTP is 140. Please do not share it with anyone.,safe
Your account statement for 2045 is now available.,safe
Your bank account ending with 9960 has been credited with $August.,safe
Your bank account ending with 8031 has been credited with $December.,safe
Your account has been compromised. Verify now: 411,fraud
You received a prize of $1185. Visit http://bit.ly/2166 to claim it.,fraud
Your OTP is 7287. Please do not share it with anyone.,safe
Your bill of $632 is due on November.,safe
Congratulations! You won $2126. Click here to claim: http://bit.ly/1097,fraud
Payment of $7758 was successfully processed.,safe
Your account has been compromised. Verify now: 1917,fraud
You received a prize of $4049. Visit http://bit.ly/8819 to claim it.,fraud
Thank you for your payment of $5671.,safe
Your package with tracking number 8499 is in transit.,safe
You have an unpaid invoice of $4835. Pay now: http://bit.ly/1766,fraud
You are selected for a loan of $4597. Apply here: http://bit.ly/2253,fraud
Your bill of $6448 is due on September.,safe
You have an unpaid invoice of $4319. Pay now: http://bit.ly/2864,fraud
Your account statement for 3934 is now available.,safe
You are selected for a loan of $4327. Apply here: http://bit.ly/6474,fraud
Your package with tracking number 4153 is in transit.,safe
Your bank account ending with 4310 has been credited with $November.,safe
You received a prize of $920. Visit http://bit.ly/5575 to claim it.,fraud
You received a prize of $2920. Visit http://bit.ly/7527 to claim it.,fraud
Reminder: Your appointment is scheduled for 3985.,safe
Your account has been compromised. Verify now: 3580,fraud
Reminder: Your appointment is scheduled for 5090.,safe
Your package with tracking number 8712 is in transit.,safe
Your account statement for 3648 is now available.,safe
Confirm your password immediately: 4053,fraud
Your subscription for 2928 has been renewed.,safe
Account suspension notice! Click 1792 to reactivate.,fraud
Your account has been compromised. Verify now: 1190,fraud
Payment of $6998 was successfully processed.,safe
Your order #2197 has been shipped.,safe
You have an unpaid invoice of $796. Pay now: http://bit.ly/4558,fraud
Thank you for your payment of $3348.,safe
You are selected for a loan of $1941. Apply here: http://bit.ly/9377,fraud
Win a new iPhone! Click 2225 to enter.,fraud
Your account statement for 114 is now available.,safe
Unauthorized login attempt detected. Verify your account: 1953,fraud
Unauthorized login attempt detected. Verify your account: 360,fraud
Account suspension notice! Click 4979 to reactivate.,fraud
Win a new iPhone! Click 2045 to enter.,fraud
Thank you for your payment of $7164.,safe
Congratulations! You won $3698. Click here to claim: http://bit.ly/9714,fraud
Your account statement for 9566 is now available.,safe
Payment of $9310 was successfully processed.,safe
Your bank account ending with 2631 has been credited with $September.,safe
You are selected for a loan of $523. Apply here: http://bit.ly/3433,fraud
Congratulations! You won $2896. Click here to claim: http://bit.ly/1050,fraud
Thank you for your payment of $9461.,safe
You received a prize of $4940. Visit http://bit.ly/1752 to claim it.,fraud
You are selected for a loan of $1548. Apply here: http://bit.ly/6706,fraud
Account suspension notice! Click 2560 to reactivate.,fraud
Congratulations! You won $725. Click here to claim: http://bit.ly/7861,fraud
You have an unpaid invoice of $1369. Pay now: http://bit.ly/9199,fraud
Congratulations! You won $469. Click here to claim: http://bit.ly/9160,fraud
Your account has been compromised. Verify now: 326,fraud
Reminder: Your appointment is scheduled for 6994.,safe
Your order #6743 has been shipped.,safe
You received a prize of $4322. Visit http://bit.ly/4234 to claim it.,fraud
Your account has been compromised. Verify now: 1175,fraud
Your account has been compromised. Verify now: 2330,fraud
You are selected for a loan of $4538. Apply here: http://bit.ly/2390,fraud
Payment of $2694 was successfully processed.,safe
Win a new iPhone! Click 1755 to enter.,fraud
Win a new iPhone! Click 1477 to enter.,fraud
You are selected for a loan of $1179. Apply here: http://bit.ly/8073,fraud
Win a new iPhone! Click 3058 to enter.,fraud
Your package with tracking number 701 is in transit.,safe
Thank you for your payment of $4162.,safe
Unauthorized login attempt detected. Verify your account: 498,fraud
Congratulations! You won $337. Click here to claim: http://bit.ly/6183,fraud
Your subscription for 872 has been renewed.,safe
You are selected for a loan of $3458. Apply here: http://bit.ly/5538,fraud
Confirm your password immediately: 982,fraud
You have an unpaid invoice of $4890. Pay now: http://bit.ly/3783,fraud
Confirm your password immediately: 4876,fraud
Thank you for your payment of $955.,safe
Unauthorized login attempt detected. Verify your account: 812,fraud
Unauthorized login attempt detected. Verify your account: 4981,fraud
You are selected for a loan of $2346. Apply here: http://bit.ly/5962,fraud
Win a new iPhone! Click 1785 to enter.,fraud
Your account statement for 6583 is now available.,safe
Account suspension notice! Click 3896 to reactivate.,fraud
Account suspension notice! Click 1363 to reactivate.,fraud
Reminder: Your appointment is scheduled for 7783.,safe
You received a prize of $3666. Visit http://bit.ly/3228 to claim it.,fraud
Your package with tracking number 5530 is in transit.,safe
Payment of $3915 was successfully processed.,safe
Urgent! Your credit card will be blocked. Action required: 408,fraud
You are selected for a loan of $956. Apply here: http://bit.ly/5415,fraud
Confirm your password immediately: 1450,fraud
Your OTP is 1743. Please do not share it with anyone.,safe
Your order #4035 has been shipped.,safe
You have an unpaid invoice of $3448. Pay now: http://bit.ly/6302,fraud
Congratulations! You won $2085. Click here to claim: http://bit.ly/9912,fraud
Account suspension notice! Click 4245 to reactivate.,fraud
You received a prize of $3182. Visit http://bit.ly/5674 to claim it.,fraud
Reminder: Your appointment is scheduled for 1100.,safe
You received a prize of $2016. Visit http://bit.ly/4812 to claim it.,fraud
You received a prize of $3087. Visit http://bit.ly/8876 to claim it.,fraud
Your OTP is 1415. Please do not share it with anyone.,safe
Payment of $8944 was successfully processed.,safe
Your subscription for 9988 has been renewed.,safe
Payment of $5576 was successfully processed.,safe
Confirm your password immediately: 2497,fraud
Unauthorized login attempt detected. Verify your account: 111,fraud
Your subscription for 7681 has been renewed.,safe
You are selected for a loan of $1139. Apply here: http://bit.ly/3932,fraud
Your subscription for 9946 has been renewed.,safe
Confirm your password immediately: 2043,fraud
Your subscription for 4846 has been renewed.,safe
Thank you for your payment of $7397.,safe
You are selected for a loan of $2383. Apply here: http://bit.ly/3687,fraud
Your account statement for 2477 is now available.,safe
Unauthorized login attempt detected. Verify your account: 4999,fraud
You have an unpaid invoice of $3416. Pay now: http://bit.ly/5573,fraud
Urgent! Your credit card will be blocked. Action required: 1629,fraud
Payment of $9790 was successfully processed.,safe
Congratulations! You won $2177. Click here to claim: http://bit.ly/7814,fraud
Your account has been compromised. Verify now: 1734,fraud
You have an unpaid invoice of $4204. Pay now: http://bit.ly/8238,fraud
You received a prize of $2906. Visit http://bit.ly/8244 to claim it.,fraud
You are selected for a loan of $4358. Apply here: http://bit.ly/7012,fraud
Your OTP is 2384. Please do not share it with anyone.,safe
You have an unpaid invoice of $1025. Pay now: http://bit.ly/7759,fraud
Your bank account ending with 7375 has been credited with $November.,safe
You received a prize of $4773. Visit http://bit.ly/8398 to claim it.,fraud
Your bill of $7939 is due on November.,safe
Your subscription for 2975 has been renewed.,safe
Congratulations! You won $460. Click here to claim: http://bit.ly/4955,fraud
Your subscription for 9144 has been renewed.,safe
Your bank account ending with 1875 has been credited with $September.,safe
Your account has been compromised. Verify now: 793,fraud
Your order #5401 has been shipped.,safe
Payment of $7830 was successfully processed.,safe
Your OTP is 6779. Please do not share it with anyone.,safe
Win a new iPhone! Click 1643 to enter.,fraud
Payment of $2405 was successfully processed.,safe
Urgent! Your credit card will be blocked. Action required: 1419,fraud
You received a prize of $189. Visit http://bit.ly/5800 to claim it.,fraud
Payment of $325 was successfully processed.,safe
Account suspension notice! Click 3761 to reactivate.,fraud
Confirm your password immediately: 2100,fraud
Confirm your password immediately: 1224,fraud
Your order #8435 has been shipped.,safe
You are selected for a loan of $3564. Apply here: http://bit.ly/8460,fraud
Reminder: Your appointment is scheduled for 3893.,safe
Confirm your password immediately: 473,fraud
Unauthorized login attempt detected. Verify your account: 512,fraud
Your account has been compromised. Verify now: 1816,fraud
Thank you for your payment of $8658.,safe
You received a prize of $2390. Visit http://bit.ly/2462 to claim it.,fraud
Congratulations! You won $3010. Click here to claim: http://bit.ly/8157,fraud
Your account has been compromised. Verify now: 3563,fraud
Your package with tracking number 7807 is in transit.,safe
You are selected for a loan of $3777. Apply here: http://bit.ly/6389,fraud
Urgent! Your credit card will be blocked. Action required: 1046,fraud
You are selected for a loan of $3523. Apply here: http://bit.ly/7612,fraud
You are selected for a loan of $4608. Apply here: http://bit.ly/5760,fraud
Reminder: Your appointment is scheduled for 4795.,safe
Urgent! Your credit card will be blocked. Action required: 887,fraud
You are selected for a loan of $3392. Apply here: http://bit.ly/6965,fraud
Your OTP is 1043. Please do not share it with anyone.,safe
Account suspension notice! Click 196 to reactivate.,fraud
Your order #5222 has been shipped.,safe
Win a new iPhone! Click 3970 to enter.,fraud
You have an unpaid invoice of $1220. Pay now: http://bit.ly/7183,fraud
Confirm your password immediately: 4493,fraud
Congratulations! You won $1168. Click here to claim: http://bit.ly/6255,fraud
Your OTP is 1185. Please do not share it with anyone.,safe
Your account has been compromised. Verify now: 2520,fraud
Thank you for your payment of $7497.,safe
Payment of $9846 was successfully processed.,safe
Your account statement for 5275 is now available.,safe
Confirm your password immediately: 3230,fraud
Win a new iPhone! Click 4093 to enter.,fraud
Your bank account ending with 4208 has been credited with $September.,safe
Unauthorized login attempt detected. Verify your account: 3629,fraud
Payment of $4299 was successfully processed.,safe
Payment of $7887 was successfully processed.,safe
Account suspension notice! Click 3281 to reactivate.,fraud
Unauthorized login attempt detected. Verify your account: 671,fraud
Your bill of $9960 is due on December.,safe
Your order #2801 has been shipped.,safe
Thank you for your payment of $4520.,safe
Your package with tracking number 3508 is in transit.,safe
Account suspension notice! Click 2785 to reactivate.,fraud
You have an unpaid invoice of $618. Pay now: http://bit.ly/9941,fraud
Your package with tracking number 7575 is in transit.,safe
Account suspension notice! Click 394 to reactivate.,fraud
Your account has been compromised. Verify now: 776,fraud
Thank you for your payment of $559.,safe
Congratulations! You won $1223. Click here to claim: http://bit.ly/1375,fraud
Win a new iPhone! Click 1296 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 1500,fraud
Congratulations! You won $2704. Click here to claim: http://bit.ly/6504,fraud
Account suspension notice! Click 4365 to reactivate.,fraud
Congratulations! You won $3879. Click here to claim: http://bit.ly/9499,fraud
Unauthorized login attempt detected. Verify your account: 1548,fraud
Your order #234 has been shipped.,safe
Your subscription for 7106 has been renewed.,safe
Your account statement for 6978 is now available.,safe
Your subscription for 6284 has been renewed.,safe
Confirm your password immediately: 4223,fraud
Confirm your password immediately: 286,fraud
Account suspension notice! Click 3427 to reactivate.,fraud
Your order #4382 has been shipped.,safe
Unauthorized login attempt detected. Verify your account: 3045,fraud
You are selected for a loan of $3584. Apply here: http://bit.ly/1521,fraud
Your OTP is 633. Please do not share it with anyone.,safe
You received a prize of $203. Visit http://bit.ly/3608 to claim it.,fraud
You received a prize of $244. Visit http://bit.ly/8143 to claim it.,fraud
Your OTP is 5370. Please do not share it with anyone.,safe
Unauthorized login attempt detected. Verify your account: 2843,fraud
Win a new iPhone! Click 435 to enter.,fraud
Unauthorized login attempt detected. Verify your account: 209,fraud
Your subscription for 8470 has been renewed.,safe
Your bill of $9449 is due on December.,safe
Your order #5036 has been shipped.,safe
You have an unpaid invoice of $4901. Pay now: http://bit.ly/5383,fraud
Your order #8566 has been shipped.,safe
You received a prize of $375. Visit http://bit.ly/2622 to claim it.,fraud
Payment of $5191 was successfully processed.,safe
Payment of $8354 was successfully processed.,safe
Account suspension notice! Click 2401 to reactivate.,fraud
Your order #3608 has been shipped.,safe
Congratulations! You won $2357. Click here to claim: http://bit.ly/7229,fraud
Your order #6959 has been shipped.,safe
Unauthorized login attempt detected. Verify your account: 3029,fraud
You received a prize of $132. Visit http://bit.ly/6799 to claim it.,fraud
Your account has been compromised. Verify now: 2719,fraud
You have an unpaid invoice of $4291. Pay now: http://bit.ly/4445,fraud
Your account statement for 9621 is now available.,safe
Your bill of $1683 is due on November.,safe
Reminder: Your appointment is scheduled for 1624.,safe
Account suspension notice! Click 4344 to reactivate.,fraud
Your order #5886 has been shipped.,safe
Payment of $227 was successfully processed.,safe
Confirm your password immediately: 3378,fraud
Payment of $820 was successfully processed.,safe
Your account has been compromised. Verify now: 1894,fraud
Urgent! Your credit card will be blocked. Action required: 1003,fraud
Thank you for your payment of $7789.,safe
Your subscription for 6016 has been renewed.,safe
Your account has been compromised. Verify now: 4297,fraud
Your order #6227 has been shipped.,safe
Your subscription for 8180 has been renewed.,safe
Your bank account ending with 4354 has been credited with $September.,safe
Unauthorized login attempt detected. Verify your account: 2799,fraud
Your order #4740 has been shipped.,safe
Your bank account ending with 2684 has been credited with $November.,safe
Your subscription for 1772 has been renewed.,safe
Your bank account ending with 698 has been credited with $August.,safe
Your bank account ending with 1477 has been credited with $September.,safe
Account suspension notice! Click 1900 to reactivate.,fraud
Account suspension notice! Click 3822 to reactivate.,fraud
Unauthorized login attempt detected. Verify your account: 915,fraud
You received a prize of $684. Visit http://bit.ly/1570 to claim it.,fraud
Your bill of $1429 is due on August.,safe
Your order #3911 has been shipped.,safe
Your order #5065 has been shipped.,safe
Thank you for your payment of $485.,safe
Thank you for your payment of $6291.,safe
Your subscription for 3162 has been renewed.,safe
Your order #1392 has been shipped.,safe
You have an unpaid invoice of $784. Pay now: http://bit.ly/8490,fraud
Your package with tracking number 648 is in transit.,safe
You have an unpaid invoice of $4678. Pay now: http://bit.ly/1172,fraud
Payment of $2159 was successfully processed.,safe
Your OTP is 4718. Please do not share it with anyone.,safe
You are selected for a loan of $4203. Apply here: http://bit.ly/3603,fraud
Payment of $7842 was successfully processed.,safe
Account suspension notice! Click 1587 to reactivate.,fraud
Unauthorized login attempt detected. Verify your account: 4557,fraud
Your package with tracking number 7110 is in transit.,safe
You have an unpaid invoice of $3513. Pay now: http://bit.ly/2850,fraud
Your order #7943 has been shipped.,safe
Your bank account ending with 8404 has been credited with $November.,safe
Account suspension notice! Click 2808 to reactivate.,fraud
You are selected for a loan of $3908. Apply here: http://bit.ly/7964,fraud
Your account statement for 8512 is now available.,safe
Congratulations! You won $3352. Click here to claim: http://bit.ly/6597,fraud
Win a new iPhone! Click 4108 to enter.,fraud
Your package with tracking number 5838 is in transit.,safe
Your OTP is 2653. Please do not share it with anyone.,safe
Your account statement for 3080 is now available.,safe
You received a prize of $1385. Visit http://bit.ly/8935 to claim it.,fraud
You are selected for a loan of $2916. Apply here: http://bit.ly/6518,fraud
Your order #7345 has been shipped.,safe
Congratulations! You won $3193. Click here to claim: http://bit.ly/7357,fraud
You are selected for a loan of $3767. Apply here: http://bit.ly/8547,fraud
Your bank account ending with 9205 has been credited with $August.,safe
You have an unpaid invoice of $2548. Pay now: http://bit.ly/8924,fraud
You have an unpaid invoice of $1641. Pay now: http://bit.ly/3737,fraud
Your account statement for 1083 is now available.,safe
You have an unpaid invoice of $102. Pay now: http://bit.ly/9393,fraud
You are selected for a loan of $1175. Apply here: http://bit.ly/2218,fraud
Your account has been compromised. Verify now: 3626,fraud
Your account has been compromised. Verify now: 510,fraud
You received a prize of $2794. Visit http://bit.ly/2798 to claim it.,fraud
Reminder: Your appointment is scheduled for 4121.,safe
Your bank account ending with 1125 has been credited with $September.,safe
Confirm your password immediately: 3384,fraud
Your bill of $8946 is due on October.,safe
Your account statement for 1443 is now available.,safe
Congratulations! You won $4439. Click here to claim: http://bit.ly/4368,fraud
Reminder: Your appointment is scheduled for 2492.,safe
Your bank account ending with 6292 has been credited with $December.,safe
Congratulations! You won $2512. Click here to claim: http://bit.ly/3361,fraud
Win a new iPhone! Click 2276 to enter.,fraud
Your package with tracking number 5409 is in transit.,safe
Congratulations! You won $1806. Click here to claim: http://bit.ly/5821,fraud
Your bank account ending with 2777 has been credited with $December.,safe
Reminder: Your appointment is scheduled for 6268.,safe
You have an unpaid invoice of $2536. Pay now: http://bit.ly/1685,fraud
Account suspension notice! Click 1168 to reactivate.,fraud
Congratulations! You won $1876. Click here to claim: http://bit.ly/6216,fraud
You received a prize of $3942. Visit http://bit.ly/3008 to claim it.,fraud
Urgent! Your credit card will be blocked. Action required: 4532,fraud
Payment of $6470 was successfully processed.,safe
Congratulations! You won $4344. Click here to claim: http://bit.ly/3091,fraud
Your order #5605 has been shipped.,safe
Congratulations! You won $150. Click here to claim: http://bit.ly/5344,fraud
Your OTP is 4796. Please do not share it with anyone.,safe
Your subscription for 9982 has been renewed.,safe
You have an unpaid invoice of $1794. Pay now: http://bit.ly/3395,fraud
Your order #348 has been shipped.,safe
You received a prize of $4979. Visit http://bit.ly/7976 to claim it.,fraud
Your package with tracking number 4341 is in transit.,safe
Confirm your password immediately: 1859,fraud
Your bill of $5967 is due on November.,safe
Your bank account ending with 5714 has been credited with $October.,safe
Congratulations! You won $2558. Click here to claim: http://bit.ly/1719,fraud
Your order #7783 has been shipped.,safe
Unauthorized login attempt detected. Verify your account: 3824,fraud
Your order #3135 has been shipped.,safe
Unauthorized login attempt detected. Verify your account: 3592,fraud
Your subscription for 4907 has been renewed.,safe
Your package with tracking number 7306 is in transit.,safe
Payment of $4071 was successfully processed.,safe
Your bank account ending with 3371 has been credited with $October.,safe
Urgent! Your credit card will be blocked. Action required: 1085,fraud
Account suspension notice! Click 2471 to reactivate.,fraud
Your bill of $4624 is due on November.,safe
Confirm your password immediately: 2964,fraud
You received a prize of $1643. Visit http://bit.ly/8844 to claim it.,fraud
Your bank account ending with 8650 has been credited with $December.,safe
Your order #8148 has been shipped.,safe
Account suspension notice! Click 174 to reactivate.,fraud
Your bank account ending with 7732 has been credited with $December.,safe
Your account statement for 3914 is now available.,safe
Your bank account ending with 9977 has been credited with $October.,safe
Reminder: Your appointment is scheduled for 884.,safe
You are selected for a loan of $955. Apply here: http://bit.ly/5750,fraud
Win a new iPhone! Click 3824 to enter.,fraud
Your subscription for 5220 has been renewed.,safe
You received a prize of $3091. Visit http://bit.ly/8231 to claim it.,fraud
Congratulations! You won $4540. Click here to claim: http://bit.ly/7920,fraud
You are selected for a loan of $1603. Apply here: http://bit.ly/9162,fraud
Reminder: Your appointment is scheduled for 8127.,safe
Congratulations! You won $4321. Click here to claim: http://bit.ly/1640,fraud
Payment of $9815 was successfully processed.,safe
Thank you for your payment of $4437.,safe
Unauthorized login attempt detected. Verify your account: 5000,fraud
Account suspension notice! Click 885 to reactivate.,fraud
Your bill of $7807 is due on November.,safe
Account suspension notice! Click 4050 to reactivate.,fraud
Payment of $2695 was successfully processed.,safe
Your account statement for 3269 is now available.,safe
Congratulations! You won $706. Click here to claim: http://bit.ly/2929,fraud
Your OTP is 5140. Please do not share it with anyone.,safe
Your package with tracking number 4293 is in transit.,safe
Unauthorized login attempt detected. Verify your account: 1242,fraud
Confirm your password immediately: 905,fraud
Account suspension notice! Click 1126 to reactivate.,fraud
You have an unpaid invoice of $3140. Pay now: http://bit.ly/7471,fraud
You have an unpaid invoice of $1743. Pay now: http://bit.ly/2385,fraud
Your package with tracking number 7461 is in transit.,safe
Your bank account ending with 8295 has been credited with $August.,safe
Reminder: Your appointment is scheduled for 9263.,safe
Reminder: Your appointment is scheduled for 6277.,safe
Reminder: Your appointment is scheduled for 5781.,safe
You have an unpaid invoice of $1772. Pay now: http://bit.ly/3375,fraud
Your OTP is 7219. Please do not share it with anyone.,safe
Your package with tracking number 7274 is in transit.,safe
Your subscription for 464 has been renewed.,safe
Your order #3374 has been shipped.,safe
Your account statement for 1716 is now available.,safe
You received a prize of $4834. Visit http://bit.ly/2704 to claim it.,fraud
You received a prize of $3778. Visit http://bit.ly/7773 to claim it.,fraud
Thank you for your payment of $4999.,safe
Confirm your password immediately: 251,fraud
You have an unpaid invoice of $2948. Pay now: http://bit.ly/8132,fraud
Account suspension notice! Click 3747 to reactivate.,fraud
Confirm your password immediately: 126,fraud
Your OTP is 3450. Please do not share it with anyone.,safe
Unauthorized login attempt detected. Verify your account: 2875,fraud
Account suspension notice! Click 2013 to reactivate.,fraud
Confirm your password immediately: 3025,fraud
Payment of $9499 was successfully processed.,safe
Congratulations! You won $3950. Click here to claim: http://bit.ly/7666,fraud
Your OTP is 4304. Please do not share it with anyone.,safe
Win a new iPhone! Click 4817 to enter.,fraud
Urgent! Your credit card will be blocked. Action required: 946,fraud
Account suspension notice! Click 2322 to reactivate.,fraud
You received a prize of $2653. Visit http://bit.ly/4476 to claim it.,fraud
Account suspension notice! Click 3633 to reactivate.,fraud
Your OTP is 7269. Please do not share it with anyone.,safe
Win a new iPhone! Click 391 to enter.,fraud
You are selected for a loan of $930. Apply here: http://bit.ly/3308,fraud
You received a prize of $3361. Visit http://bit.ly/8552 to claim it.,fraud
Your order #8750 has been shipped.,safe
Your order #259 has been shipped.,safe
Your subscription for 8068 has been renewed.,safe
Your order #2148 has been shipped.,safe
Your account statement for 6550 is now available.,safe
Your order #7004 has been shipped.,safe
Thank you for your payment of $6195.,safe
Your account has been compromised. Verify now: 4328,fraud
Thank you for your payment of $2714.,safe
Reminder: Your appointment is scheduled for 7384.,safe
Thank you for your payment of $1591.,safe
You are selected for a loan of $1746. Apply here: http://bit.ly/8250,fraud
You are selected for a loan of $539. Apply here: http://bit.ly/2786,fraud
Urgent! Your credit card will be blocked. Action required: 816,fraud
You have an unpaid invoice of $4125. Pay now: http://bit.ly/3682,fraud
You have an unpaid invoice of $3028. Pay now: http://bit.ly/6287,fraud
Your package with tracking number 8640 is in transit.,safe
Payment of $7422 was successfully processed.,safe
Win a new iPhone! Click 2999 to enter.,fraud
Your subscription for 2737 has been renewed.,safe
Thank you for your payment of $9154.,safe
Reminder: Your appointment is scheduled for 4107.,safe
Your account has been compromised. Verify now: 548,fraud
Win a new iPhone! Click 2442 to enter.,fraud
Your bank account ending with 2356 has been credited with $September.,safe
Your package with tracking number 963 is in transit.,safe
Your order #4147 has been shipped.,safe
Your bill of $3348 is due on August.,safe
Your order #3917 has been shipped.,safe
Your OTP is 9041. Please do not share it with anyone.,safe
Your bill of $2749 is due on October.,safe
Payment of $8188 was successfully processed.,safe
Your bank account ending with 6232 has been credited with $November.,safe
Payment of $4830 was successfully processed.,safe
Confirm your password immediately: 979,fraud
Thank you for your payment of $1194.,safe
Payment of $2920 was successfully processed.,safe
Your package with tracking number 4769 is in transit.,safe
You received a prize of $4834. Visit http://bit.ly/3938 to claim it.,fraud
Your account statement for 391 is now available.,safe
Your package with tracking number 3415 is in transit.,safe
You are selected for a loan of $780. Apply here: http://bit.ly/7320,fraud
You are selected for a loan of $453. Apply here: http://bit.ly/3082,fraud
Your bank account ending with 7677 has been credited with $October.,safe
You received a prize of $2668. Visit http://bit.ly/1164 to claim it.,fraud
Your subscription for 5267 has been renewed.,safe
You have an unpaid invoice of $2456. Pay now: http://bit.ly/9854,fraud
Win a new iPhone! Click 1573 to enter.,fraud
Reminder: Your appointment is scheduled for 8661.,safe
Your bank account ending with 122 has been credited with $November.,safe
Confirm your password immediately: 3521,fraud
Urgent! Your credit card will be blocked. Action required: 3764,fraud
You received a prize of $4095. Visit http://bit.ly/3851 to claim it.,fraud
Payment of $8279 was successfully processed.,safe
Unauthorized login attempt detected. Verify your account: 413,fraud
Your bill of $3243 is due on November.,safe
Payment of $9797 was successfully processed.,safe
Account suspension notice! Click 2912 to reactivate.,fraud
Your package with tracking number 4250 is in transit.,safe
Your bank account ending with 5213 has been credited with $October.,safe
Your package with tracking number 7737 is in transit.,safe
Your bank account ending with 1071 has been credited with $September.,safe
Win a new iPhone! Click 688 to enter.,fraud
